time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2020-09-13 17:41:15.581 UTC, ,250,4014194,11592,859752,8464, ,242, ,157, , , , , , , , , ,242,43, , , ,213,224,50, ,71, , , , , , , , , , , ,2, , ,17186332715,51818,5620,17186330037,2,3,2,8,58890952,1510985728,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,58890952, ,1599241804796, , , , ,3145728,17186332715, , , ,5,63,119,63, ,63, , ,3,66, , , , ,2, , , , , , , , ,11417,63, , , , , , ,2,6,444309360, , , , , , , ,163, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,80, ,61, , , , , , 
2020-09-13 17:42:15.582 UTC, ,250,4014194,11592,859752,8464, ,242, ,114, , , , , , , , , ,242,43, , , ,213,224,50, ,35, , , , , , , , , , , ,2, , ,17186344090,51820,5548,17186341382,2,3,2,8,58902327,1510961152,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,58902327, ,1599241804796, , , , ,3145728,17186344090, , , ,3,62,120,62, ,62, , ,3,65, , , , ,2, , , , , , , , ,11375,62, , , , , , ,2,9,457256168, , , , , , , ,120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,38, ,60, , , , , , 
2020-09-13 17:43:15.583 UTC, ,250,4014194,11592,859752,8464, ,242, ,114, , , , , , , , , ,242,43, , , ,213,224,50, ,35, , , , , , , , , , , ,2, , ,17186355525,51822,5578,17186352787,2,3,2,8,58913762,1510936576,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,58913762, ,1599241804796, , , , ,3145728,17186355525, , , ,6,62,113,62, ,62, , ,3,65, , , , ,2, , , , , , , , ,11435,62, , , , , , ,2,10,468144048, , , , , , , ,120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,38, ,60, , , , , , 
2020-09-13 17:44:15.584 UTC, ,250,4014194,11592,859752,8464, ,242, ,115, , , , , , , , , ,242,43, , , ,213,224,50, ,35, , , , , , , , , , , ,2, , ,17186367122,51824,5608,17186364354,2,3,2,8,58925359,1510903808,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,58925359, ,1599241804796, , , , ,3145728,17186367122, , , ,4,63,119,63, ,63, , ,3,66, , , , ,2, , , , , , , , ,11597,63, , , , , , ,3,8,415113016, , , , , , , ,121, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,38, ,61, , , , , , 
2020-09-13 17:45:15.584 UTC, ,250,4014194,11592,859752,8464, ,242, ,130, , , , , , , , , ,242,43, , , ,213,224,50, ,43, , , , , , , , , , , ,3, , ,17186381048,51827,2857,17186378736,3,4,2,9,58939285,1510813696,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,58939285, ,1599241804796, , , , ,3145728,17186381048, , , ,8,63,122,63, ,63, , ,3,66, , , , ,2, , , , , , , , ,13926,63, , , , , , ,2,7,462113848, , , , , , , ,134, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46, ,60, , , , , , 
2020-09-13 17:46:15.585 UTC, ,250,4014194,11592,859752,8464, ,242, ,188, , , , , , , , , ,242,43, , , ,213,224,50, ,103, , , , , , , , , , , ,10, , ,17186413885,51837,2594,17186411829,10,14,3,25,58972122,1510744064,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,58972122, ,1599241804796, , , , ,3145728,17186413885, , , ,4,70,129,70, ,70, , ,3,73, , , , ,2, , , , , , , , ,32837,70, , , , , , ,3,21,412005344, , , , , , , ,210, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,80, ,60, , , , , , 
2020-09-13 17:47:15.586 UTC, ,810,4014754,11592,859752,8464, ,242, ,117, , , , , , , , , ,242,43, , , ,213,224,50, ,39, , , , , , , , , , , ,3, , ,17186421721,51840,5103,17186419635,3,5,2,11,58980264,1510731776,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,58980264, ,1599241804796, , , , ,3145728,17186427341, , , ,5,62,108,61, ,62, , ,3,64, , , , ,2, , , , , , , , ,13456,62, , , , , , ,2,5,421694152, , , , , , , ,125, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,38, ,59, , , , , , 
2020-09-13 17:48:15.587 UTC, ,250,4014194,11592,859752,8464, ,242, ,128, , , , , , , , , ,242,43, , , ,213,224,50, ,47, , , , , , , , , , , ,6, , ,17186444711,51846,2236,17186442255,6,9,1,14,59003254,1510690816,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,59003254, ,1599241804796, , , , ,3145728,17186447899, , , ,5,67,120,68, ,67, , ,3,71, , , , ,2, , , , , , , , ,20532,67, , , , , , ,2,6,433170520, , , , , , , ,140, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,38, ,61, , , , , , 
2020-09-13 17:49:15.588 UTC, ,250,4016458,11592,862016,8464, ,243, ,135, , , , , , , , , ,243,43, , , ,214,225,50, ,55, , , , , , , , , , , ,8, , ,17186470881,51853,2376,17186468813,7,10,2,17,59029118,1510641664,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,59029118, ,1599241804796, , , , ,3145728,17186473967, , , ,2,67,115,67, ,67, , ,3,70, , , , ,2, , , , , , , , ,26068,67, , , , , , ,2,6,447610008, , , , , , , ,150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,38, ,60, , , , , , 
2020-09-13 17:50:15.589 UTC, ,250,4016458,11592,862016,8464, ,243, ,159, , , , , , , , , ,243,43, , , ,214,225,50, ,63, , , , , , , , , , , ,7, , ,17186493942,51860,2217,17186491505,7,11,2,19,59052281,1510596608,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,59052281, ,1599241804796, , , , ,3145728,17186497028, , , ,3,68,126,68, ,68, , ,3,71, , , , ,2, , , , , , , , ,23061,68, , , , , , ,3,21,427943936, , , , , , , ,169, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,56,2,61, , , , , , 
